project_id,title,description,country,budget,hourly_low,hourly_high,is_hourly,project_text
550,seo for my brand,"hi i need to assist the pages seen in google com when people search for my brand name. i want them to see articles published and my sitesposted on: february 23, 2024 07:34 utccategory: seoskills:search engine optimization,     seo keyword research,     organic traffic growthskills:        search engine optimization,                     seo keyword research,                     organic traffic growthcountry: israelclick to apply",Israel,0,0,0,null,"seo for my brand hi i need to assist the pages seen in google com when people search for my brand name. i want them to see articles published and my sitesposted on: february 23, 2024 07:34 utccategory: seoskills:search engine optimization,     seo keyword research,     organic traffic growthskills:        search engine optimization,                     seo keyword research,                     organic traffic growthcountry: israelclick to apply"
551,full-time editor for innovative contenttech startup,"we're eager to welcome a creative and experienced editor who shares our vision of inspiring the world with content. apply now!holy water, an innovative contenttech startup at the intersection of technology and creativity, is on the lookout for a skilled full-time editor. our mission is to create a synergy between ai efficiency and the creativity of writers, with the aim of inspiring millions of users worldwide. we specialize in the creation and publishing of books, audiobooks, interactive stories, and video series, particularly in the romance and werewolf genres. if you're passionate about storytelling, have a flair for marketing, and are experienced in managing authors and scriptwriting, we want you to join our team!responsibilities:- content sourcing: identify and acquire high-quality romance and werewolf novels that align with holy water's vision of inspiring content.- marketing copy creation: develop compelling marketing materials that showcase the uniqueness of our projects, driving engagement and aud...",Cyprus,0,0,0,null,"full-time editor for innovative contenttech startup we're eager to welcome a creative and experienced editor who shares our vision of inspiring the world with content. apply now!holy water, an innovative contenttech startup at the intersection of technology and creativity, is on the lookout for a skilled full-time editor. our mission is to create a synergy between ai efficiency and the creativity of writers, with the aim of inspiring millions of users worldwide. we specialize in the creation and publishing of books, audiobooks, interactive stories, and video series, particularly in the romance and werewolf genres. if you're passionate about storytelling, have a flair for marketing, and are experienced in managing authors and scriptwriting, we want you to join our team!responsibilities:- content sourcing: identify and acquire high-quality romance and werewolf novels that align with holy water's vision of inspiring content.- marketing copy creation: develop compelling marketing materials that showcase the un..."
552,invoice accountant,"i need someone who can use timesheets to create monthly invoices to about 10 clients a month using a template. i also may need this person to pick up 3-5 checks a month and deposit them into the bank. i will pay hourly and mileage where necessary. there is an opportunity to have more responsibility if the person understands how to document expenses for company tax preparation.hourly range: $15.00-$25.00posted on: february 23, 2024 07:33 utccategory: accountingskills:accounts receivable,     daily deposits,     tax accounting,     bookkeeping,     accounting,     financial accounting,     account reconciliation,     accounts payable,     accounting basicsskills:        accounts receivable,                     daily deposits,                     tax accounting,                     bookkeeping,                     accounting,                     financial accounting,                     account reconciliation,                     accounts payable,                     accounting basicslocation requirement: onl...",United States,0,15,25,TRUE,"invoice accountant i need someone who can use timesheets to create monthly invoices to about 10 clients a month using a template. i also may need this person to pick up 3-5 checks a month and deposit them into the bank. i will pay hourly and mileage where necessary. there is an opportunity to have more responsibility if the person understands how to document expenses for company tax preparation.hourly range: $15.00-$25.00posted on: february 23, 2024 07:33 utccategory: accountingskills:accounts receivable,     daily deposits,     tax accounting,     bookkeeping,     accounting,     financial accounting,     account reconciliation,     accounts payable,     accounting basicsskills:        accounts receivable,                     daily deposits,                     tax accounting,                     bookkeeping,                     accounting,                     financial accounting,                     account reconciliation,                     accounts payable,                     accounting basicslocati..."
553,nepali transcription and translation - approx. 17 minutes footage,"we are looking for a nepali linguist who can transcribe and then translate an audio from nepali into english. the audio is a mixture of nepali and english, we have already transcribed the english dialogues.the client requires a purely verbatim nepali transcription and translation in a word format.please let me know your best cost (flat fee) and tat.if possible, please share your cv too.posted on: february 23, 2024 07:33 utccategory: manual transcriptionskills:general transcription,     audio transcription,     nepali,     transcription timestamping,     translation,     nepali to english translationskills:        general transcription,                     audio transcription,                     nepali,                     transcription timestamping,                     translation,                     nepali to english translationcountry: indiaclick to apply",India,0,0,0,null,"nepali transcription and translation - approx. 17 minutes footage we are looking for a nepali linguist who can transcribe and then translate an audio from nepali into english. the audio is a mixture of nepali and english, we have already transcribed the english dialogues.the client requires a purely verbatim nepali transcription and translation in a word format.please let me know your best cost (flat fee) and tat.if possible, please share your cv too.posted on: february 23, 2024 07:33 utccategory: manual transcriptionskills:general transcription,     audio transcription,     nepali,     transcription timestamping,     translation,     nepali to english translationskills:        general transcription,                     audio transcription,                     nepali,                     transcription timestamping,                     translation,                     nepali to english translationcountry: indiaclick to apply"
554,3 stunden linkbuilding recherche,"aufgabe:wir wollen relevante websites recherchieren, von denen man einen backlink für den kunden akquirieren kann.meine vorgehensweise wäre, dass man sich im ersten schritt die backlinkprofile von anderen zahnarztpraxen anschaut und prüft, ob diese backlinks aufgebaut haben, die wir nachbauen können.wir haben auch die möglichkeit für den kunden eigene blogartikel aufzubauen, sodass man backlinks darauf setzen kann.klassische gastbeiträge sind natürlich auch immer eine option.am ende wollen wir eine große liste an möglichkeiten haben, die wir nach und nach abarbeiten können.budget: $84posted on: february 23, 2024 07:33 utccategory: seoskills:search engine optimization,     seo backlinking,     off-page seoskills:        search engine optimization,                     seo backlinking,                     off-page seocountry: germanyclick to apply",Germany,84,0,0,FALSE,"3 stunden linkbuilding recherche aufgabe:wir wollen relevante websites recherchieren, von denen man einen backlink für den kunden akquirieren kann.meine vorgehensweise wäre, dass man sich im ersten schritt die backlinkprofile von anderen zahnarztpraxen anschaut und prüft, ob diese backlinks aufgebaut haben, die wir nachbauen können.wir haben auch die möglichkeit für den kunden eigene blogartikel aufzubauen, sodass man backlinks darauf setzen kann.klassische gastbeiträge sind natürlich auch immer eine option.am ende wollen wir eine große liste an möglichkeiten haben, die wir nach und nach abarbeiten können.budget: $84posted on: february 23, 2024 07:33 utccategory: seoskills:search engine optimization,     seo backlinking,     off-page seoskills:        search engine optimization,                     seo backlinking,                     off-page seocountry: germanyclick to apply"
555,logo maker with good industry insights to bring the logo we have imaged to  life,"we have a few logo designs in mind, we would want your input and see if the logo aligns with the work we do. if yes, we would want you to design the logo for us. these are just some rough ideas we came up with on paper, we would like to have the shape of an arch emphasised in our logo.we want to have a clean and simple logo, nothing too intricate. if you think you can make better ones, you are welcome. if not, we would just want you to design for any one of these mock-ups.budget: $15posted on: february 18, 2024 14:17 utccategory: graphic designskills:logo design,     graphic design,     brand identity & guidelines,     brand positioning,     illustrationskills:        logo design,                     graphic design,                     brand identity & guidelines,                     brand positioning,                     illustrationcountry: indiaclick to apply",India,15,0,0,FALSE,"logo maker with good industry insights to bring the logo we have imaged to  life we have a few logo designs in mind, we would want your input and see if the logo aligns with the work we do. if yes, we would want you to design the logo for us. these are just some rough ideas we came up with on paper, we would like to have the shape of an arch emphasised in our logo.we want to have a clean and simple logo, nothing too intricate. if you think you can make better ones, you are welcome. if not, we would just want you to design for any one of these mock-ups.budget: $15posted on: february 18, 2024 14:17 utccategory: graphic designskills:logo design,     graphic design,     brand identity & guidelines,     brand positioning,     illustrationskills:        logo design,                     graphic design,                     brand identity & guidelines,                     brand positioning,                     illustrationcountry: indiaclick to apply"
556,looking for a video editor with programming skills,"i am looking for a python developer with very good video editing skills. i need video editing done (8-12 photos that get animated with transitions) by using a python framework (of your choice) including various themed (e.g. sci-fi, western, etc...) sound track. ai generated audio tracks can be used for this purpose.background: i am running an app business with 90k users. a new feature should be that users can generate a video automatically (of their ai generated avatars). this video should be top-notch and high quality, since it will be shared on social media. therefore, the quality bar is very high for this project.i think this can be done in 2 weeks time.budget: $2,000posted on: february 18, 2024 14:16 utccategory: full stack developmentskills:python,     video editingskills:        python,                     video editingcountry: united statesclick to apply",United States,2000,0,0,FALSE,"looking for a video editor with programming skills i am looking for a python developer with very good video editing skills. i need video editing done (8-12 photos that get animated with transitions) by using a python framework (of your choice) including various themed (e.g. sci-fi, western, etc...) sound track. ai generated audio tracks can be used for this purpose.background: i am running an app business with 90k users. a new feature should be that users can generate a video automatically (of their ai generated avatars). this video should be top-notch and high quality, since it will be shared on social media. therefore, the quality bar is very high for this project.i think this can be done in 2 weeks time.budget: $2,000posted on: february 18, 2024 14:16 utccategory: full stack developmentskills:python,     video editingskills:        python,                     video editingcountry: united statesclick to apply"
557,side views with windows and doors of a houseboat,"i have a a design of a houseboat as a .dwg file. i need side views of all the exterior walls with the dimensions of the windows and doors (sometimes a radius of the corner). the glass dimensions are different from the bruto dimensions (the opening where the window should be installed in). all the windows should be numbered and the dimensions and numbering should be input in an excisting excel file.budget: $100posted on: february 18, 2024 14:16 utccategory: 3d modeling & renderingskills:autodesk autocad,     architectural designskills:        autodesk autocad,                     architectural designcountry: netherlandsclick to apply",Netherlands,100,0,0,FALSE,"side views with windows and doors of a houseboat i have a a design of a houseboat as a .dwg file. i need side views of all the exterior walls with the dimensions of the windows and doors (sometimes a radius of the corner). the glass dimensions are different from the bruto dimensions (the opening where the window should be installed in). all the windows should be numbered and the dimensions and numbering should be input in an excisting excel file.budget: $100posted on: february 18, 2024 14:16 utccategory: 3d modeling & renderingskills:autodesk autocad,     architectural designskills:        autodesk autocad,                     architectural designcountry: netherlandsclick to apply"
558,we seek an admin support in singapore,"proaj, a development company based in uae is seeking virtual admins.below are the requirements:1- create/manage accounts of alibaba cloud (priority), amazon aws and microsoft azure based on defined specs (to be provided).2- obtain the services from alibaba cloud, aws and ma upon confirmation3- pay for services to ensure continuity.4- provide support in coordination with company team.proaj will pay you a fixed monthly and will send money in advance to cover additional expenses related to provisioning of services.we seek the admins from: singapore.interested applicants are expected to communicate with us for quick closurebudget: $250posted on: february 18, 2024 14:15 utccategory: general virtual assistanceskills:administrative support,     communications,     virtual assistance,     file management,     alibaba cloudskills:        administrative support,                     communications,                     virtual assistance,                     file management,                     alibaba cloudcountry: u...",United Arab Emirates,250,0,0,FALSE,"we seek an admin support in singapore proaj, a development company based in uae is seeking virtual admins.below are the requirements:1- create/manage accounts of alibaba cloud (priority), amazon aws and microsoft azure based on defined specs (to be provided).2- obtain the services from alibaba cloud, aws and ma upon confirmation3- pay for services to ensure continuity.4- provide support in coordination with company team.proaj will pay you a fixed monthly and will send money in advance to cover additional expenses related to provisioning of services.we seek the admins from: singapore.interested applicants are expected to communicate with us for quick closurebudget: $250posted on: february 18, 2024 14:15 utccategory: general virtual assistanceskills:administrative support,     communications,     virtual assistance,     file management,     alibaba cloudskills:        administrative support,                     communications,                     virtual assistance,                     file management,      ..."
559,mep engineer for an automotive project in arizona,"we are looking for an mep engineer to work on an automotive project. it is an existing building and modification is required to be done in mep.i am sharing some drawings to understand the project. we will require below things:1. electrical - walls getting shifted, so points will be moved to new locations. new 220v points in dyno room, welding room.2. hvac - currently the facility has evaporation coolers. acs will be required.budget: $250posted on: february 18, 2024 14:15 utccategory: mechanical engineeringskills:mechanical engineering,     electrical engineering,     drafting,     engineering design,     autodesk autocadskills:        mechanical engineering,                     electrical engineering,                     drafting,                     engineering design,                     autodesk autocadcountry: indiaclick to apply",India,250,0,0,FALSE,"mep engineer for an automotive project in arizona we are looking for an mep engineer to work on an automotive project. it is an existing building and modification is required to be done in mep.i am sharing some drawings to understand the project. we will require below things:1. electrical - walls getting shifted, so points will be moved to new locations. new 220v points in dyno room, welding room.2. hvac - currently the facility has evaporation coolers. acs will be required.budget: $250posted on: february 18, 2024 14:15 utccategory: mechanical engineeringskills:mechanical engineering,     electrical engineering,     drafting,     engineering design,     autodesk autocadskills:        mechanical engineering,                     electrical engineering,                     drafting,                     engineering design,                     autodesk autocadcountry: indiaclick to apply"
560,ugc collabs (product showcase),"$1,000+ potential! ðÿš€ðÿš€ âžªexciting collaboration opportunity for ugc content creators!!!what is the coolest thing on this planet right now?software ðÿ˜žsounds boring? check this out...netflix, tiktok, amazon, facebook, and even the upwork platform all run on software!!!combined they have over 2.5 billion users.unlike physical products that must be manufactured and shipped, software only needs to be created once. that means many people can simply log in and use it all at the same time without any aspect of physical delivery. ðÿššfor that reason it is highly profitable and extremely scalable! ðÿ“ˆthis is why you see so many of your favorite influencers and entrepreneurs launching their own apps ðÿ“² and making a fortune ðÿ’¸.we teach creators and their audiences how to launch their own software:- without tech skills- very little time- all completed on pizza delivery boy wages (very small budgets)yes, we are for real...if you are a talented ugc content creator with a dedicated audience/following (either ...",United States,0,10,0,TRUE,"ugc collabs (product showcase) $1,000+ potential! ðÿš€ðÿš€ âžªexciting collaboration opportunity for ugc content creators!!!what is the coolest thing on this planet right now?software ðÿ˜žsounds boring? check this out...netflix, tiktok, amazon, facebook, and even the upwork platform all run on software!!!combined they have over 2.5 billion users.unlike physical products that must be manufactured and shipped, software only needs to be created once. that means many people can simply log in and use it all at the same time without any aspect of physical delivery. ðÿššfor that reason it is highly profitable and extremely scalable! ðÿ“ˆthis is why you see so many of your favorite influencers and entrepreneurs launching their own apps ðÿ“² and making a fortune ðÿ’¸.we teach creators and their audiences how to launch their own software:- without tech skills- very little time- all completed on pizza delivery boy wages (very small budgets)yes, we are for real...if you are a talented ugc content creator with a dedica..."
561,tiktok live streamer,"position overview: highly desirable!we are seeking an experienced tiktok live streamer and video editor to be a community and talent manager.you will be live streaming on our official tiktok account and will be recruiting talent through live-streaming.you will be training the talent to go live on tiktok, and you will be managing the talent community.as a community manager and training specialist, you will be responsible for designing and implementing strategies to encourage hosts to increase their live streaming activity, enhance their revenue performance, and mentor them to optimize their engagement with the platform.you will conduct zoom calls and presentations to the community and answer questions. you have to inspire them, and you should have a positive attitude.as a video editor, you will be helping creators edit their short form videos.you will build relationships with hosts and maintain ongoing communication to understand their needs, challenges, and opportunities for growth.you will monitor hosts' ...",United Kingdom,0,0,0,null,"tiktok live streamer position overview: highly desirable!we are seeking an experienced tiktok live streamer and video editor to be a community and talent manager.you will be live streaming on our official tiktok account and will be recruiting talent through live-streaming.you will be training the talent to go live on tiktok, and you will be managing the talent community.as a community manager and training specialist, you will be responsible for designing and implementing strategies to encourage hosts to increase their live streaming activity, enhance their revenue performance, and mentor them to optimize their engagement with the platform.you will conduct zoom calls and presentations to the community and answer questions. you have to inspire them, and you should have a positive attitude.as a video editor, you will be helping creators edit their short form videos.you will build relationships with hosts and maintain ongoing communication to understand their needs, challenges, and opportunities for growth.you..."
562,podcast editor/producer/audio editor for mma podcast,"we are looking for a mma podcast producer/editor who can create both long form content (approx 1hr episodes) and short form content (youtube shorts, instagram reels, tik tok). prior experience in podcast production is preferred for this role as we are open providing more responsibilities (thumbnails, videography, etc.)skills required are:- video editing (long form and short form)- audio editing- podcast experiencehourly range: $10.00-$20.00posted on: february 18, 2024 14:14 utccategory: video editingskills:podcast,     podcast editing,     audio editing,     youtube shortsskills:        podcast,                     podcast editing,                     audio editing,                     youtube shortscountry: australiaclick to apply",Australia,0,10,20,TRUE,"podcast editor/producer/audio editor for mma podcast we are looking for a mma podcast producer/editor who can create both long form content (approx 1hr episodes) and short form content (youtube shorts, instagram reels, tik tok). prior experience in podcast production is preferred for this role as we are open providing more responsibilities (thumbnails, videography, etc.)skills required are:- video editing (long form and short form)- audio editing- podcast experiencehourly range: $10.00-$20.00posted on: february 18, 2024 14:14 utccategory: video editingskills:podcast,     podcast editing,     audio editing,     youtube shortsskills:        podcast,                     podcast editing,                     audio editing,                     youtube shortscountry: australiaclick to apply"
563,need a ugc content creator (30+ / female) for my sleep brand,"i have a brand in the sleep niche.this task should not take you more than an hour.hence, $50/hour payment.i use this as an opportunity to gauge content quality. hopefully, if up to standard, then we can work more often on more projects.i will ship my product to you, and all you have to do is create 3 simple 15 second videos (script provided), and 4 images (prompt provided).my brand is in the sleep niche, so if this feels like something you'd benefit from - reach out!ideally - you are female and aged 30+, but if you're reading this and are younger, that's okay, still reach out :)budget: $50posted on: february 18, 2024 14:14 utccategory: social media marketingskills:ugc,     social media content creation,     video adskills:        ugc,                     social media content creation,                     video adcountry: united kingdomclick to apply",United Kingdom,50,0,0,FALSE,"need a ugc content creator (30+ / female) for my sleep brand i have a brand in the sleep niche.this task should not take you more than an hour.hence, $50/hour payment.i use this as an opportunity to gauge content quality. hopefully, if up to standard, then we can work more often on more projects.i will ship my product to you, and all you have to do is create 3 simple 15 second videos (script provided), and 4 images (prompt provided).my brand is in the sleep niche, so if this feels like something you'd benefit from - reach out!ideally - you are female and aged 30+, but if you're reading this and are younger, that's okay, still reach out :)budget: $50posted on: february 18, 2024 14:14 utccategory: social media marketingskills:ugc,     social media content creation,     video adskills:        ugc,                     social media content creation,                     video adcountry: united kingdomclick to apply"
564,web developer needed for hostel booking website,"we are looking for a talented web developer to build a hostel booking and management website. the website should have a user-friendly interface and allow users to search for available hostels, view details, make bookings, and manage their reservations. the developer should have experience in building similar websites and be proficient in front-end and back-end development. the project requires strong skills in html, css, javascript, and database management. the ideal candidate should have a good understanding of ux/ui design principles and be able to work independently with minimal supervision. if you are passionate about creating high-quality websites and have the necessary skills, we would love to hear from you!budget: $965posted on: february 18, 2024 14:13 utccategory: web designskills:wordpress,     web development,     web design,     php,     htmlskills:        wordpress,                     web development,                     web design,                     php,                     htmlcountry: ind...",India,965,0,0,FALSE,"web developer needed for hostel booking website we are looking for a talented web developer to build a hostel booking and management website. the website should have a user-friendly interface and allow users to search for available hostels, view details, make bookings, and manage their reservations. the developer should have experience in building similar websites and be proficient in front-end and back-end development. the project requires strong skills in html, css, javascript, and database management. the ideal candidate should have a good understanding of ux/ui design principles and be able to work independently with minimal supervision. if you are passionate about creating high-quality websites and have the necessary skills, we would love to hear from you!budget: $965posted on: february 18, 2024 14:13 utccategory: web designskills:wordpress,     web development,     web design,     php,     htmlskills:        wordpress,                     web development,                     web design,              ..."
565,chrome extension for linkedin automation,"create chrome extension:milestone 1 identifies linkedin session cookie/token, error checks for validity, checks &amp; updates linkedin session cookie/token if changedmilestone 2 check for new messages in linkedin message inbox at shortest time intervalmilestone 3 tests each new message in linkedin message inbox against filters set within chrome extensionmilestone 4when a new message in linkedin message inbox matches a filter expression, auto response captured by chrome extension is auto sent via linkedin message inboxmilestone 5secure chrome extension so no one can decompile and/or view source codemilestone 6provide source code &amp; administrative access for all components (extension, public cloud firebase instance)milestone 7project completeplease respond with estimate of hours necessary.posted on: february 18, 2024 14:13 utccategory: full stack developmentskills:google chrome extensionskills:        google chrome extensioncountry: united statesclick to apply",United States,0,0,0,null,"chrome extension for linkedin automation create chrome extension:milestone 1 identifies linkedin session cookie/token, error checks for validity, checks &amp; updates linkedin session cookie/token if changedmilestone 2 check for new messages in linkedin message inbox at shortest time intervalmilestone 3 tests each new message in linkedin message inbox against filters set within chrome extensionmilestone 4when a new message in linkedin message inbox matches a filter expression, auto response captured by chrome extension is auto sent via linkedin message inboxmilestone 5secure chrome extension so no one can decompile and/or view source codemilestone 6provide source code &amp; administrative access for all components (extension, public cloud firebase instance)milestone 7project completeplease respond with estimate of hours necessary.posted on: february 18, 2024 14:13 utccategory: full stack developmentskills:google chrome extensionskills:        google chrome extensioncountry: united statesclick to apply"
566,cabinet shop drawings (cad drawing),"need ongoing cabinet drawings donesimilar to the attachmentsbudget: $100posted on: february 18, 2024 14:13 utccategory: cadskills:autodesk autocad,     3d design,     draftingskills:        autodesk autocad,                     3d design,                     draftingcountry: australiaclick to apply",Australia,100,0,0,FALSE,"cabinet shop drawings (cad drawing) need ongoing cabinet drawings donesimilar to the attachmentsbudget: $100posted on: february 18, 2024 14:13 utccategory: cadskills:autodesk autocad,     3d design,     draftingskills:        autodesk autocad,                     3d design,                     draftingcountry: australiaclick to apply"
567,content planning &amp; video editing,"hi!my name is kirsten! i’m trying to find the perfect person to help me organically grow my tiktok following from scratch! i am starting my ivf &amp; surrogacy journey in the next few months and i am looking for someone to help plan some content, talk the best strategy for growing and edit my videos! i want to share my story so other women do not feel so alone. ðÿ©·this will be very minimal  hours but i’m hoping to build a great relationship with this person so they can help me for the long-term. some examples of video editing that i like are jaci marie smith &amp; avery woods on tiktok.if you have a tiktok/created content that you can share please sent that to me in your cover letter!i’d love to hear from you :)thanks,kirstenposted on: february 18, 2024 14:13 utccategory: video editingskills:video editing,     content planning,     tiktok,     social media strategyskills:        video editing,                     content planning,                     tiktok,                     social media strategylocati...",United States,0,0,0,null,"content planning &amp; video editing hi!my name is kirsten! i’m trying to find the perfect person to help me organically grow my tiktok following from scratch! i am starting my ivf &amp; surrogacy journey in the next few months and i am looking for someone to help plan some content, talk the best strategy for growing and edit my videos! i want to share my story so other women do not feel so alone. ðÿ©·this will be very minimal  hours but i’m hoping to build a great relationship with this person so they can help me for the long-term. some examples of video editing that i like are jaci marie smith &amp; avery woods on tiktok.if you have a tiktok/created content that you can share please sent that to me in your cover letter!i’d love to hear from you :)thanks,kirstenposted on: february 18, 2024 14:13 utccategory: video editingskills:video editing,     content planning,     tiktok,     social media strategyskills:        video editing,                     content planning,                     tiktok,           ..."
568,"fix conversion tracking (google analytics, google ads)","keeping it short &amp; simple:i had set up google analytics which tracks conversions (i checked it, it worked for me at least)now, i've set up a campaign and activated it, yet it tells me &quot;inactive conversion tracking&quot;i need someone to have a look &amp; fix it for me :)ps: please no long texts of your references ;) i guess that this will be an easy task for somebody who knows what they're doing :) so a quick way to grab a 5 stars review :dbudget: $10posted on: february 18, 2024 14:13 utccategory: search engine marketingskills:google analytics,     google tag manager,     google adsskills:        google analytics,                     google tag manager,                     google adscountry: norwayclick to apply",Norway,10,0,0,FALSE,"fix conversion tracking (google analytics, google ads) keeping it short &amp; simple:i had set up google analytics which tracks conversions (i checked it, it worked for me at least)now, i've set up a campaign and activated it, yet it tells me &quot;inactive conversion tracking&quot;i need someone to have a look &amp; fix it for me :)ps: please no long texts of your references ;) i guess that this will be an easy task for somebody who knows what they're doing :) so a quick way to grab a 5 stars review :dbudget: $10posted on: february 18, 2024 14:13 utccategory: search engine marketingskills:google analytics,     google tag manager,     google adsskills:        google analytics,                     google tag manager,                     google adscountry: norwayclick to apply"
569,social media manager and video editing agency,"we are looking for a talented and experienced social media manager and video editing agency to join our team. as a social media manager, you will be responsible for creating engaging and innovative content for various social media platforms such as facebook, instagram, and twitter. you will also be in charge of managing social media campaigns, monitoring analytics, and interacting with our audience. additionally, you will be responsible for video editing and creating visually appealing videos for our brand.skills required:- social media management- video editing- content creation- strong communication skillsthis is a medium-sized project that will require a commitment of 1 to 3 months. we are looking for an intermediate level professional with proven experience in social media management and video editing. if you are passionate about social media, have a creative mindset, and can deliver high-quality work within deadlines, then we would love to hear from you.posted on: february 18, 2024 14:13 utccategory: ...",Philippines,0,0,0,null,"social media manager and video editing agency we are looking for a talented and experienced social media manager and video editing agency to join our team. as a social media manager, you will be responsible for creating engaging and innovative content for various social media platforms such as facebook, instagram, and twitter. you will also be in charge of managing social media campaigns, monitoring analytics, and interacting with our audience. additionally, you will be responsible for video editing and creating visually appealing videos for our brand.skills required:- social media management- video editing- content creation- strong communication skillsthis is a medium-sized project that will require a commitment of 1 to 3 months. we are looking for an intermediate level professional with proven experience in social media management and video editing. if you are passionate about social media, have a creative mindset, and can deliver high-quality work within deadlines, then we would love to hear from you.po..."
570,graphic designer for bauernaufstand vektorgrafik,"we are looking for a skilled graphic designer to create a vector graphic for a theme centered around 'bauernaufstand' (peasant uprising). the design will be used for various merchandise including t-shirts and coffee mugs. the ideal candidate will have experience in creating detailed and visually appealing vector graphics. the project requires a strong understanding of the bauernaufstand theme and the ability to create a design that effectively communicates the essence of the concept. attention to detail and the ability to work with feedback are also important skills. this is a great opportunity for a creative designer to showcase their skills and contribute to a unique project.relevant skills:- vector graphic design- t-shirt and merchandise design- creativity- attention to detail- ability to work with feedbackbudget: $35posted on: february 18, 2024 14:12 utccategory: graphic designskills:adobe photoshop,     graphic design,     adobe illustrator,     adobe indesign,     social media imageryskills:        a...",Germany,35,0,0,FALSE,"graphic designer for bauernaufstand vektorgrafik we are looking for a skilled graphic designer to create a vector graphic for a theme centered around 'bauernaufstand' (peasant uprising). the design will be used for various merchandise including t-shirts and coffee mugs. the ideal candidate will have experience in creating detailed and visually appealing vector graphics. the project requires a strong understanding of the bauernaufstand theme and the ability to create a design that effectively communicates the essence of the concept. attention to detail and the ability to work with feedback are also important skills. this is a great opportunity for a creative designer to showcase their skills and contribute to a unique project.relevant skills:- vector graphic design- t-shirt and merchandise design- creativity- attention to detail- ability to work with feedbackbudget: $35posted on: february 18, 2024 14:12 utccategory: graphic designskills:adobe photoshop,     graphic design,     adobe illustrator,     adobe i..."
571,german-speaking t-shirt vector graphic designer,"we are in need of a talented graphic designer who can create vector graphics for t-shirts. the ideal candidate should have excellent proficiency in the german language and demonstrate a strong understanding of vector graphic design. the main responsibilities will include creating unique and eye-catching designs for t-shirts. the candidate should possess good communication skills in order to understand and fulfill client requirements effectively. attention to detail and a creative mindset are essential for this role. the ability to work independently and meet deadlines is also important.budget: $35posted on: february 18, 2024 14:12 utccategory: graphic designskills:adobe illustrator,     adobe photoshop,     graphic design,     t-shirt design,     clothingskills:        adobe illustrator,                     adobe photoshop,                     graphic design,                     t-shirt design,                     clothingcountry: germanyclick to apply",Germany,35,0,0,FALSE,"german-speaking t-shirt vector graphic designer we are in need of a talented graphic designer who can create vector graphics for t-shirts. the ideal candidate should have excellent proficiency in the german language and demonstrate a strong understanding of vector graphic design. the main responsibilities will include creating unique and eye-catching designs for t-shirts. the candidate should possess good communication skills in order to understand and fulfill client requirements effectively. attention to detail and a creative mindset are essential for this role. the ability to work independently and meet deadlines is also important.budget: $35posted on: february 18, 2024 14:12 utccategory: graphic designskills:adobe illustrator,     adobe photoshop,     graphic design,     t-shirt design,     clothingskills:        adobe illustrator,                     adobe photoshop,                     graphic design,                     t-shirt design,                     clothingcountry: germanyclick to apply"
572,data entry assistant,"create and update hotel listings with accurate information including seasons,rates and imagesbe proficient in instagram.web savy.ensure data accuracy and completeness in the databasepromptly respond to data entry requests and prioritize tasks as neededcollaborate with team members to maintain consistency and quality of dataperform regular data audits to identify and correct errors or inconsistenciesmaintain confidentiality and adhere to data entry guidelines and proceduresassist with other administrative tasks as assignedproficiency in microsoft 365 applications, particularly excel and wordstrong attention to detail and accuracyexcellent organizational and time management skillsability to work independently and prioritize tasks effectivelystrong verbal and written communication skillsfamiliarity with hotel industry terminology and practices is a plusbudget: $300posted on: february 18, 2024 14:12 utccategory: data entryskills:online research,     communications,     crm software,     data entry,     microso...",Germany,300,0,0,FALSE,"data entry assistant create and update hotel listings with accurate information including seasons,rates and imagesbe proficient in instagram.web savy.ensure data accuracy and completeness in the databasepromptly respond to data entry requests and prioritize tasks as neededcollaborate with team members to maintain consistency and quality of dataperform regular data audits to identify and correct errors or inconsistenciesmaintain confidentiality and adhere to data entry guidelines and proceduresassist with other administrative tasks as assignedproficiency in microsoft 365 applications, particularly excel and wordstrong attention to detail and accuracyexcellent organizational and time management skillsability to work independently and prioritize tasks effectivelystrong verbal and written communication skillsfamiliarity with hotel industry terminology and practices is a plusbudget: $300posted on: february 18, 2024 14:12 utccategory: data entryskills:online research,     communications,     crm software,     da..."
